"activity" "subject" "variable" "mean"
"Laying" 25 "gravityAccZStd" -0.610161166287671
"Laying" 25 "bodyAccJerkXMean" 0.0879071687671233
"Laying" 25 "bodyAccJerkYMean" 0.0284619311524658
"Laying" 25 "bodyAccJerkZMean" -0.0307179435315068
"Laying" 25 "bodyAccJerkXStd" -0.973323412328767
"Laying" 25 "bodyAccJerkYStd" -0.945687169726027
"Laying" 25 "bodyAccJerkZStd" -0.96783552630137
"Laying" 25 "bodyGyroXMean" 0.00372723459589041
"Laying" 25 "bodyGyroYMean" -0.0716401726150685
"Laying" 25 "bodyGyroZMean" 0.139718671465753
"Laying" 25 "bodyGyroXStd" -0.889769639726027
"Laying" 25 "bodyGyroYStd" -0.936630803287671
"Laying" 25 "bodyGyroZStd" -0.91092799
"Laying" 25 "bodyGyroJerkXMean" -0.101646999342466
"Laying" 25 "bodyGyroJerkYMean" -0.0426718870280822
"Laying" 25 "bodyGyroJerkZMean" -0.0596922147205479
"Laying" 25 "bodyGyroJerkXStd" -0.957381145068493
"Laying" 25 "bodyGyroJerkYStd" -0.971564323013699
"Laying" 25 "bodyGyroJerkZStd" -0.974242254520548
"Laying" 25 "bodyAccMagMean" -0.56047777609589
"Laying" 25 "bodyAccMagStd" -0.649254767945205
"Laying" 25 "gravityAccMagMean" -0.56047777609589
"Laying" 25 "gravityAccMagStd" -0.649254767945205
"Laying" 25 "bodyAccJerkMagMean" -0.962161355890411
"Laying" 25 "bodyAccJerkMagStd" -0.961931605342466
"Laying" 25 "bodyGyroMagMean" -0.809688545342466
"Laying" 25 "bodyGyroMagStd" -0.856017369726027
"Laying" 25 "bodyGyroJerkMagMean" -0.969783262465753
"Laying" 25 "bodyGyroJerkMagStd" -0.96830952260274
"Laying" 25 "bodyBodyAccJerkMagMean" -0.96008314739726
"Laying" 25 "bodyBodyAccJerkMagStd" -0.963601212876712
"Laying" 25 "bodyBodyGyroMagMean" -0.910126993561644
"Laying" 25 "bodyBodyGyroMagStd" -0.850661340684931
"Laying" 25 "bodyBodyGyroJerkMagMean" -0.96825160890411
"Laying" 25 "bodyBodyGyroJerkMagStd" -0.970457947534247
"Laying" 26 "bodyAccXMean" 0.271645864540789
"Laying" 26 "bodyAccYMean" -0.0191895728026316
"Laying" 26 "bodyAccZMean" -0.105002540289474
"Laying" 26 "bodyAccXStd" -0.969445445263158
"Laying" 26 "bodyAccYStd" -0.983231351842105
"Laying" 26 "bodyAccZStd" -0.984500013157895
"Laying" 26 "gravityAccXMean" -0.621309715263158
"Laying" 26 "gravityAccYMean" 0.803015011578947
"Laying" 26 "gravityAccZMean" 0.614523405921053
"Laying" 26 "gravityAccXStd" -0.944472488552632
"Laying" 26 "gravityAccYStd" -0.987887995263158
"Laying" 26 "gravityAccZStd" -0.984081708947368
"Laying" 26 "bodyAccJerkXMean" 0.0866502529210526
"Laying" 26 "bodyAccJerkYMean" 0.0124420033513158
"Laying" 26 "bodyAccJerkZMean" -0.00614755098663158
"Laying" 26 "bodyAccJerkXStd" -0.989315824868421
"Laying" 26 "bodyAccJerkYStd" -0.987182887763158
"Laying" 26 "bodyAccJerkZStd" -0.989064628947368
"Laying" 26 "bodyGyroXMean" -0.0170656239526316
"Laying" 26 "bodyGyroYMean" -0.0903229228815789
"Laying" 26 "bodyGyroZMean" 0.152436344328947
"Laying" 26 "bodyGyroXStd" -0.990328197763158
"Laying" 26 "bodyGyroYStd" -0.979325678815789
"Laying" 26 "bodyGyroZStd" -0.969302237763158
"Laying" 26 "bodyGyroJerkXMean" -0.100368640868421
"Laying" 26 "bodyGyroJerkYMean" -0.0396682720394737
"Laying" 26 "bodyGyroJerkZMean" -0.0711533355789474
"Laying" 26 "bodyGyroJerkXStd" -0.992665154868421
"Laying" 26 "bodyGyroJerkYStd" -0.989063341973684
"Laying" 26 "bodyGyroJerkZStd" -0.993759841842105
"Laying" 26 "bodyAccMagMean" -0.976785042368421
"Laying" 26 "bodyAccMagStd" -0.964355190394737
"Laying" 26 "gravityAccMagMean" -0.976785042368421
"Laying" 26 "gravityAccMagStd" -0.964355190394737
"Laying" 26 "bodyAccJerkMagMean" -0.989970604210526
"Laying" 26 "bodyAccJerkMagStd" -0.989101949473684
"Laying" 26 "bodyGyroMagMean" -0.951863594736842
"Laying" 26 "bodyGyroMagStd" -0.965676821973684
"Laying" 26 "bodyGyroJerkMagMean" -0.99219798
"Laying" 26 "bodyGyroJerkMagStd" -0.989917354473684
"Laying" 26 "bodyBodyAccJerkMagMean" -0.989138184473684
"Laying" 26 "bodyBodyAccJerkMagStd" -0.987901463289474
"Laying" 26 "bodyBodyGyroMagMean" -0.974305179605263
"Laying" 26 "bodyBodyGyroMagStd" -0.96613921868421
"Laying" 26 "bodyBodyGyroJerkMagMean" -0.990430914078947
"Laying" 26 "bodyBodyGyroJerkMagStd" -0.989628012236842
"Laying" 27 "bodyAccXMean" 0.274102492432432
"Laying" 27 "bodyAccYMean" -0.0179867611216216
"Laying" 27 "bodyAccZMean" -0.107699732837838
"Laying" 27 "bodyAccXStd" -0.978455153108108
"Laying" 27 "bodyAccYStd" -0.983736043783784
"Laying" 27 "bodyAccZStd" -0.986636996081081
"Laying" 27 "gravityAccXMean" -0.530434604864865
"Laying" 27 "gravityAccYMean" 0.567879494054054
"Laying" 27 "gravityAccZMean" 0.84539238027027
"Laying" 27 "gravityAccXStd" -0.971183862702703
"Laying" 27 "gravityAccYStd" -0.993701742972973
"Laying" 27 "gravityAccZStd" -0.989056311351351
"Laying" 27 "bodyAccJerkXMean" 0.0766268551324324
"Laying" 27 "bodyAccJerkYMean" 0.0126491088851351
"Laying" 27 "bodyAccJerkZMean" -0.000685549292837838
"Laying" 27 "bodyAccJerkXStd" -0.986471899324324
"Laying" 27 "bodyAccJerkYStd" -0.985159461756757
"Laying" 27 "bodyAccJerkZStd" -0.989685146621622
"Laying" 27 "bodyGyroXMean" -0.0195427328781081
"Laying" 27 "bodyGyroYMean" -0.0957839566891892
"Laying" 27 "bodyGyroZMean" 0.118738360783784
"Laying" 27 "bodyGyroXStd" -0.988837212162162
"Laying" 27 "bodyGyroYStd" -0.98428747527027
"Laying" 27 "bodyGyroZStd" -0.97837499972973
"Laying" 27 "bodyGyroJerkXMean" -0.101147695256757
"Laying" 27 "bodyGyroJerkYMean" -0.0362186160902703
"Laying" 27 "bodyGyroJerkZMean" -0.0642797849864865
"Laying" 27 "bodyGyroJerkXStd" -0.993503720810811
"Laying" 27 "bodyGyroJerkYStd" -0.993025877297297
"Laying" 27 "bodyGyroJerkZStd" -0.993296720540541
"Laying" 27 "bodyAccMagMean" -0.982091652162162
"Laying" 27 "bodyAccMagStd" -0.978920176216216
"Laying" 27 "gravityAccMagMean" -0.982091652162162
"Laying" 27 "gravityAccMagStd" -0.978920176216216
"Laying" 27 "bodyAccJerkMagMean" -0.988372773648649
"Laying" 27 "bodyAccJerkMagStd" -0.988586771351351
"Laying" 27 "bodyGyroMagMean" -0.966917594459459
"Laying" 27 "bodyGyroMagStd" -0.971915732837838
"Laying" 27 "bodyGyroJerkMagMean" -0.994355043783784
"Laying" 27 "bodyGyroJerkMagStd" -0.993484313243243
"Laying" 27 "bodyBodyAccJerkMagMean" -0.988098902567568
"Laying" 27 "bodyBodyAccJerkMagStd" -0.988174859594595
"Laying" 27 "bodyBodyGyroMagMean" -0.979890667972973
"Laying" 27 "bodyBodyGyroMagStd" -0.971806236756757
"Laying" 27 "bodyBodyGyroJerkMagMean" -0.993563778648649
"Laying" 27 "bodyBodyGyroJerkMagStd" -0.993552299324324
"Laying" 28 "bodyAccXMean" 0.2759134825
"Laying" 28 "bodyAccYMean" -0.0167537858225
"Laying" 28 "bodyAccZMean" -0.1083448529625
"Laying" 28 "bodyAccXStd" -0.9688882955
"Laying" 28 "bodyAccYStd" -0.945386780375
"Laying" 28 "bodyAccZStd" -0.956450342875
"Laying" 28 "gravityAccXMean" -0.490334541875
"Laying" 28 "gravityAccYMean" 0.1440732745
"Laying" 28 "gravityAccZMean" 0.0157570025
"Laying" 28 "gravityAccXStd" -0.970599089375
"Laying" 28 "gravityAccYStd" -0.9697590285
"Laying" 28 "gravityAccZStd" -0.97912466575
"Laying" 28 "bodyAccJerkXMean" 0.0780770644
"Laying" 28 "bodyAccJerkYMean" 0.005939923320625
"Laying" 28 "bodyAccJerkZMean" 0.006009719386425
"Laying" 28 "bodyAccJerkXStd" -0.9801647165
"Laying" 28 "bodyAccJerkYStd" -0.97867953975
"Laying" 28 "bodyAccJerkZStd" -0.973071655875
"Laying" 28 "bodyGyroXMean" -0.017367705735
"Laying" 28 "bodyGyroYMean" -0.097448733725
"Laying" 28 "bodyGyroZMean" 0.09357912315
"Laying" 28 "bodyGyroXStd" -0.95516227975
"Laying" 28 "bodyGyroYStd" -0.960057463625
"Laying" 28 "bodyGyroZStd" -0.96237491175
"Laying" 28 "bodyGyroJerkXMean" -0.1045116270375
"Laying" 28 "bodyGyroJerkYMean" -0.03560100499625
"Laying" 28 "bodyGyroJerkZMean" -0.05345019146375
"Laying" 28 "bodyGyroJerkXStd" -0.9608029485
"Laying" 28 "bodyGyroJerkYStd" -0.98039978225
"Laying" 28 "bodyGyroJerkZStd" -0.981418916
"Laying" 28 "bodyAccMagMean" -0.95811223025
"Laying" 28 "bodyAccMagStd" -0.9545740295
"Laying" 28 "gravityAccMagMean" -0.95811223025
"Laying" 28 "gravityAccMagStd" -0.9545740295
"Laying" 28 "bodyAccJerkMagMean" -0.978455341875
"Laying" 28 "bodyAccJerkMagStd" -0.973312647875
"Laying" 28 "bodyGyroMagMean" -0.93710692125
"Laying" 28 "bodyGyroMagStd" -0.928940913375
"Laying" 28 "bodyGyroJerkMagMean" -0.978220270625
"Laying" 28 "bodyGyroJerkMagStd" -0.96977327725
"Laying" 28 "bodyBodyAccJerkMagMean" -0.9734362485
"Laying" 28 "bodyBodyAccJerkMagStd" -0.972336128625
"Laying" 28 "bodyBodyGyroMagMean" -0.944218369375
"Laying" 28 "bodyBodyGyroMagStd" -0.931675004125
"Laying" 28 "bodyBodyGyroJerkMagMean" -0.971830582375
"Laying" 28 "bodyBodyGyroJerkMagStd" -0.96931982125
"Laying" 29 "bodyAccXMean" 0.287295196811594
"Laying" 29 "bodyAccYMean" -0.0171965484202899
"Laying" 29 "bodyAccZMean" -0.109462068173913
"Laying" 29 "bodyAccXStd" -0.984219555507246
"Laying" 29 "bodyAccYStd" -0.990240946666667
"Laying" 29 "bodyAccZStd" -0.987255149855072
"Laying" 29 "gravityAccXMean" -0.346789842753623
"Laying" 29 "gravityAccYMean" 0.807535373478261
"Laying" 29 "gravityAccZMean" 0.590452224057971
"Laying" 29 "gravityAccXStd" -0.972939889855073
"Laying" 29 "gravityAccYStd" -0.99424764884058
"Laying" 29 "gravityAccZStd" -0.98577817826087
"Laying" 29 "bodyAccJerkXMean" 0.0718861195971014
"Laying" 29 "bodyAccJerkYMean" 0.0116912059556522
"Laying" 29 "bodyAccJerkZMean" 0.00241542784130435
"Laying" 29 "bodyAccJerkXStd" -0.99200598942029
"Laying" 29 "bodyAccJerkYStd" -0.989513565652174
"Laying" 29 "bodyAccJerkZStd" -0.993288313333333
"Laying" 29 "bodyGyroXMean" -0.0258281004782609
"Laying" 29 "bodyGyroYMean" -0.0761814357028986
"Laying" 29 "bodyGyroZMean" 0.127411971652174
"Laying" 29 "bodyGyroXStd" -0.994276591304348
"Laying" 29 "bodyGyroYStd" -0.992750957826087
"Laying" 29 "bodyGyroZStd" -0.97499461942029
"Laying" 29 "bodyGyroJerkXMean" -0.0995339880724638
"Laying" 29 "bodyGyroJerkYMean" -0.0386768295072464
"Laying" 29 "bodyGyroJerkZMean" -0.0674469666086956
"Laying" 29 "bodyGyroJerkXStd" -0.99654254057971
"Laying" 29 "bodyGyroJerkYStd" -0.997081575652174
"Laying" 29 "bodyGyroJerkZStd" -0.995380794637681
"Laying" 29 "bodyAccMagMean" -0.986493196666667
"Laying" 29 "bodyAccMagStd" -0.981572147681159
"Laying" 29 "gravityAccMagMean" -0.986493196666667
"Laying" 29 "gravityAccMagStd" -0.981572147681159
"Laying" 29 "bodyAccJerkMagMean" -0.992725367826087
"Laying" 29 "bodyAccJerkMagStd" -0.994646916811594
"Laying" 29 "bodyGyroMagMean" -0.971923623043478
"Laying" 29 "bodyGyroMagStd" -0.977040093043478
"Laying" 29 "bodyGyroJerkMagMean" -0.997322526811594
"Laying" 29 "bodyGyroJerkMagStd" -0.997666071594203
"Laying" 29 "bodyBodyAccJerkMagMean" -0.993998275797101
"Laying" 29 "bodyBodyAccJerkMagStd" -0.994366667681159
"Laying" 29 "bodyBodyGyroMagMean" -0.98400134173913
"Laying" 29 "bodyBodyGyroMagStd" -0.976679046231884
"Laying" 29 "bodyBodyGyroJerkMagMean" -0.997617389275362
"Laying" 29 "bodyBodyGyroJerkMagStd" -0.99758523057971
"Laying" 30 "bodyAccXMean" 0.281033900571429
"Laying" 30 "bodyAccYMean" -0.0194494098614286
"Laying" 30 "bodyAccZMean" -0.1036581505
"Laying" 30 "bodyAccXStd" -0.976362515428571
"Laying" 30 "bodyAccYStd" -0.954201823857143
"Laying" 30 "bodyAccZStd" -0.967044236428571
"Laying" 30 "gravityAccXMean" -0.344737755285714
"Laying" 30 "gravityAccYMean" 0.732661247714286
"Laying" 30 "gravityAccZMean" 0.681459210714286
"Laying" 30 "gravityAccXStd" -0.979563942714286
"Laying" 30 "gravityAccYStd" -0.988930714857143
"Laying" 30 "gravityAccZStd" -0.983274524857143
"Laying" 30 "bodyAccJerkXMean" 0.0752196666428571
"Laying" 30 "bodyAccJerkYMean" 0.0107680190087143
"Laying" 30 "bodyAccJerkZMean" -0.000374189681428571
"Laying" 30 "bodyAccJerkXStd" -0.977463775571429
"Laying" 30 "bodyAccJerkYStd" -0.971049778142857
"Laying" 30 "bodyAccJerkZStd" -0.979517896142857
"Laying" 30 "bodyGyroXMean" -0.0267812218571429
"Laying" 30 "bodyGyroYMean" -0.0761476351714286
"Laying" 30 "bodyGyroZMean" 0.0938472163142857
"Laying" 30 "bodyGyroXStd" -0.973662822428571
"Laying" 30 "bodyGyroYStd" -0.966041673
"Laying" 30 "bodyGyroZStd" -0.968889156142857
"Laying" 30 "bodyGyroJerkXMean" -0.102277358585714
"Laying" 30 "bodyGyroJerkYMean" -0.0384875867528571
"Laying" 30 "bodyGyroJerkZMean" -0.0595736770285714
"Laying" 30 "bodyGyroJerkXStd" -0.983775833714286
"Laying" 30 "bodyGyroJerkYStd" -0.980357062142857
"Laying" 30 "bodyGyroJerkZStd" -0.980768874571429
"Laying" 30 "bodyAccMagMean" -0.969829984285714
"Laying" 30 "bodyAccMagStd" -0.960167907285714
"Laying" 30 "gravityAccMagMean" -0.969829984285714
"Laying" 30 "gravityAccMagStd" -0.960167907285714
"Laying" 30 "bodyAccJerkMagMean" -0.97923282
"Laying" 30 "bodyAccJerkMagStd" -0.969642290285714
"Laying" 30 "bodyGyroMagMean" -0.962284921142857
"Laying" 30 "bodyGyroMagStd" -0.951264441
"Laying" 30 "bodyGyroJerkMagMean" -0.985086413428571
"Laying" 30 "bodyGyroJerkMagStd" -0.976177142571429
"Laying" 30 "bodyBodyAccJerkMagMean" -0.969949269571429
"Laying" 30 "bodyBodyAccJerkMagStd" -0.968087778
"Laying" 30 "bodyBodyGyroMagMean" -0.962001199
"Laying" 30 "bodyBodyGyroMagStd" -0.952644449285714
"Laying" 30 "bodyBodyGyroJerkMagMean" -0.977821335571429
"Laying" 30 "bodyBodyGyroJerkMagStd" -0.975481548714286
"Sitting" 1 "bodyAccXMean" 0.261237565425532
"Sitting" 1 "bodyAccYMean" -0.00130828765170213
"Sitting" 1 "bodyAccZMean" -0.104544182255319
"Sitting" 1 "bodyAccXStd" -0.977229008297872
"Sitting" 1 "bodyAccYStd" -0.922618641914894
"Sitting" 1 "bodyAccZStd" -0.93958629106383
"Sitting" 1 "gravityAccXMean" 0.831509933404255
"Sitting" 1 "gravityAccYMean" 0.204411592680851
"Sitting" 1 "gravityAccZMean" 0.332043702765957
"Sitting" 1 "gravityAccXStd" -0.968457145744681
"Sitting" 1 "gravityAccYStd" -0.935517055957447
"Sitting" 1 "gravityAccZStd" -0.949040933191489
"Sitting" 1 "bodyAccJerkXMean" 0.0774825199574468
"Sitting" 1 "bodyAccJerkYMean" -0.000619102785106384
"Sitting" 1 "bodyAccJerkZMean" -0.00336779235021277
"Sitting" 1 "bodyAccJerkXStd" -0.986430711276596
"Sitting" 1 "bodyAccJerkYStd" -0.981371965319149
"Sitting" 1 "bodyAccJerkZStd" -0.987910804468085
"Sitting" 1 "bodyGyroXMean" -0.045350056512766
"Sitting" 1 "bodyGyroYMean" -0.0919241549361702
"Sitting" 1 "bodyGyroZMean" 0.0629313811914894
"Sitting" 1 "bodyGyroXStd" -0.977211283191489
"Sitting" 1 "bodyGyroYStd" -0.966473895319149
"Sitting" 1 "bodyGyroZStd" -0.941425920851064
"Sitting" 1 "bodyGyroJerkXMean" -0.0936793807234043
"Sitting" 1 "bodyGyroJerkYMean" -0.0402118124255319
"Sitting" 1 "bodyGyroJerkZMean" -0.046702627
"Sitting" 1 "bodyGyroJerkXStd" -0.99173159212766
"Sitting" 1 "bodyGyroJerkYStd" -0.989518068510638
"Sitting" 1 "bodyGyroJerkZStd" -0.987935806382979
"Sitting" 1 "bodyAccMagMean" -0.948536786170213
"Sitting" 1 "bodyAccMagStd" -0.927078418723404
"Sitting" 1 "gravityAccMagMean" -0.948536786170213
"Sitting" 1 "gravityAccMagStd" -0.927078418723404
"Sitting" 1 "bodyAccJerkMagMean" -0.987364195531915
"Sitting" 1 "bodyAccJerkMagStd" -0.984120024042553
"Sitting" 1 "bodyGyroMagMean" -0.93089249
"Sitting" 1 "bodyGyroMagStd" -0.934531840425532
"Sitting" 1 "bodyGyroJerkMagMean" -0.991976341276596
"Sitting" 1 "bodyGyroJerkMagStd" -0.988308728510638
"Sitting" 1 "bodyBodyAccJerkMagMean" -0.985262126808511
"Sitting" 1 "bodyBodyAccJerkMagStd" -0.981606177446808
"Sitting" 1 "bodyBodyGyroMagMean" -0.958435589361702
"Sitting" 1 "bodyBodyGyroMagStd" -0.932198374893617
"Sitting" 1 "bodyBodyGyroJerkMagMean" -0.989797547234043
"Sitting" 1 "bodyBodyGyroJerkMagStd" -0.987049617234043
"Sitting" 2 "bodyAccXMean" 0.27708735173913
"Sitting" 2 "bodyAccYMean" -0.0156879937282609
"Sitting" 2 "bodyAccZMean" -0.109218272456522
"Sitting" 2 "bodyAccXStd" -0.986822279565217
"Sitting" 2 "bodyAccYStd" -0.950704499130435
"Sitting" 2 "bodyAccZStd" -0.95982817173913
"Sitting" 2 "gravityAccXMean" 0.940477273043478
"Sitting" 2 "gravityAccYMean" -0.105630024498783
"Sitting" 2 "gravityAccZMean" 0.19872676876087
"Sitting" 2 "gravityAccXStd" -0.979988760869565
"Sitting" 2 "gravityAccYStd" -0.956750273043478
"Sitting" 2 "gravityAccZStd" -0.954415873043478
"Sitting" 2 "bodyAccJerkXMean" 0.0722564387173913
"Sitting" 2 "bodyAccJerkYMean" 0.0116954511323913
"Sitting" 2 "bodyAccJerkZMean" 0.00760546929869565
"Sitting" 2 "bodyAccJerkXStd" -0.988055854130435
"Sitting" 2 "bodyAccJerkYStd" -0.977983955434783
"Sitting" 2 "bodyAccJerkZStd" -0.98751821173913
"Sitting" 2 "bodyGyroXMean" -0.0454706620434783
"Sitting" 2 "bodyGyroYMean" -0.0599286797043478
"Sitting" 2 "bodyGyroZMean" 0.0412277462173913
"Sitting" 2 "bodyGyroXStd" -0.985742027826087
"Sitting" 2 "bodyGyroYStd" -0.978919526956522
"Sitting" 2 "bodyGyroZStd" -0.959803708695652
"Sitting" 2 "bodyGyroJerkXMean" -0.0936328412826087
"Sitting" 2 "bodyGyroJerkYMean" -0.0415602029130435
"Sitting" 2 "bodyGyroJerkZMean" -0.04358509665
"Sitting" 2 "bodyGyroJerkXStd" -0.989709023043478
"Sitting" 2 "bodyGyroJerkYStd" -0.990889614782609
"Sitting" 2 "bodyGyroJerkZStd" -0.985542325652174
"Sitting" 2 "bodyAccMagMean" -0.967893623913043
"Sitting" 2 "bodyAccMagStd" -0.953081444130435
"Sitting" 2 "gravityAccMagMean" -0.967893623913043
"Sitting" 2 "gravityAccMagStd" -0.953081444130435
"Sitting" 2 "bodyAccJerkMagMean" -0.986774713043478
"Sitting" 2 "bodyAccJerkMagStd" -0.984475868043478
"Sitting" 2 "bodyGyroMagMean" -0.946035087173913
"Sitting" 2 "bodyGyroMagStd" -0.961313624130435
"Sitting" 2 "bodyGyroJerkMagMean" -0.991081493913043
"Sitting" 2 "bodyGyroJerkMagStd" -0.989594919565217
"Sitting" 2 "bodyBodyAccJerkMagMean" -0.983874698913043
"Sitting" 2 "bodyBodyAccJerkMagStd" -0.984124185869565
"Sitting" 2 "bodyBodyGyroMagMean" -0.971840596086956
"Sitting" 2 "bodyBodyGyroMagStd" -0.961385745217391
"Sitting" 2 "bodyBodyGyroJerkMagMean" -0.989861950869565
"Sitting" 2 "bodyBodyGyroJerkMagStd" -0.989632908913043
"Sitting" 3 "bodyAccXMean" 0.257197599134615
"Sitting" 3 "bodyAccYMean" -0.00350299841730769
"Sitting" 3 "bodyAccZMean" -0.0983579203269231
"Sitting" 3 "bodyAccXStd" -0.971010120961538
"Sitting" 3 "bodyAccYStd" -0.856617812115385
"Sitting" 3 "bodyAccZStd" -0.875110175384615
"Sitting" 3 "gravityAccXMean" 0.901098984615385
"Sitting" 3 "gravityAccYMean" 0.127303379245962
"Sitting" 3 "gravityAccZMean" 0.139020582461538
"Sitting" 3 "gravityAccXStd" -0.957324457884615
"Sitting" 3 "gravityAccYStd" -0.903923008269231
"Sitting" 3 "gravityAccZStd" -0.897736318269231
"Sitting" 3 "bodyAccJerkXMean" 0.0726098418653846
"Sitting" 3 "bodyAccJerkYMean" 0.00272529134230769
"Sitting" 3 "bodyAccJerkZMean" -0.00423348373557692
"Sitting" 3 "bodyAccJerkXStd" -0.974467390384615
"Sitting" 3 "bodyAccJerkYStd" -0.953631390961538
"Sitting" 3 "bodyAccJerkZStd" -0.974661565961538
"Sitting" 3 "bodyGyroXMean" -0.0385365204807692
"Sitting" 3 "bodyGyroYMean" -0.07524100275
"Sitting" 3 "bodyGyroZMean" 0.0940113975530769
"Sitting" 3 "bodyGyroXStd" -0.965434768461538
"Sitting" 3 "bodyGyroYStd" -0.944854571346154
"Sitting" 3 "bodyGyroZStd" -0.926413710384615
"Sitting" 3 "bodyGyroJerkXMean" -0.103605889057692
"Sitting" 3 "bodyGyroJerkYMean" -0.0360909881807692
"Sitting" 3 "bodyGyroJerkZMean" -0.0590079966686538
"Sitting" 3 "bodyGyroJerkXStd" -0.972546905961538
"Sitting" 3 "bodyGyroJerkYStd" -0.978635908653846
"Sitting" 3 "bodyGyroJerkZStd" -0.973751670576923
"Sitting" 3 "bodyAccMagMean" -0.895383350192308
"Sitting" 3 "bodyAccMagStd" -0.8703017
"Sitting" 3 "gravityAccMagMean" -0.895383350192308
"Sitting" 3 "gravityAccMagStd" -0.8703017
"Sitting" 3 "bodyAccJerkMagMean" -0.969080752884615
"Sitting" 3 "bodyAccJerkMagStd" -0.966550084230769
"Sitting" 3 "bodyGyroMagMean" -0.919354372307692
"Sitting" 3 "bodyGyroMagStd" -0.925518103807692
"Sitting" 3 "bodyGyroJerkMagMean" -0.977998051923077
"Sitting" 3 "bodyGyroJerkMagStd" -0.976772675961538
"Sitting" 3 "bodyBodyAccJerkMagMean" -0.965888891730769
"Sitting" 3 "bodyBodyAccJerkMagStd" -0.966568852884615
"Sitting" 3 "bodyBodyGyroMagMean" -0.946664943653846
"Sitting" 3 "bodyBodyGyroMagStd" -0.925449629
"Sitting" 3 "bodyBodyGyroJerkMagMean" -0.977898105576923
"Sitting" 3 "bodyBodyGyroJerkMagStd" -0.976689802692308
"Sitting" 4 "bodyAccXMean" 0.27153827992
"Sitting" 4 "bodyAccYMean" -0.007163065158
"Sitting" 4 "bodyAccZMean" -0.10587459588
"Sitting" 4 "bodyAccXStd" -0.980309931
"Sitting" 4 "bodyAccYStd" -0.89022398108
"Sitting" 4 "bodyAccZStd" -0.9322030066
"Sitting" 4 "gravityAccXMean" 0.8693030064
"Sitting" 4 "gravityAccYMean" 0.211622539936894
"Sitting" 4 "gravityAccZMean" 0.11012048108
"Sitting" 4 "gravityAccXStd" -0.9814052948
"Sitting" 4 "gravityAccYStd" -0.93272710386
"Sitting" 4 "gravityAccZStd" -0.9509492546
"Sitting" 4 "bodyAccJerkXMean" 0.0784500239
"Sitting" 4 "bodyAccJerkYMean" -0.0108582171094
"Sitting" 4 "bodyAccJerkZMean" -0.0121499951596
"Sitting" 4 "bodyAccJerkXStd" -0.9767421962
"Sitting" 4 "bodyAccJerkYStd" -0.9445961056
"Sitting" 4 "bodyAccJerkZStd" -0.9790387658
"Sitting" 4 "bodyGyroXMean" -0.04944351156
"Sitting" 4 "bodyGyroYMean" -0.08943006108
"Sitting" 4 "bodyGyroZMean" 0.10115033478
"Sitting" 4 "bodyGyroXStd" -0.9701317904
"Sitting" 4 "bodyGyroYStd" -0.9584681204
"Sitting" 4 "bodyGyroZStd" -0.9279722294
"Sitting" 4 "bodyGyroJerkXMean" -0.09694948424
"Sitting" 4 "bodyGyroJerkYMean" -0.041848389996
"Sitting" 4 "bodyGyroJerkZMean" -0.0489964351672
"Sitting" 4 "bodyGyroJerkXStd" -0.9698997312
"Sitting" 4 "bodyGyroJerkYStd" -0.984441358
"Sitting" 4 "bodyGyroJerkZStd" -0.9688048316
"Sitting" 4 "bodyAccMagMean" -0.93569482
"Sitting" 4 "bodyAccMagStd" -0.9144078448
"Sitting" 4 "gravityAccMagMean" -0.93569482
"Sitting" 4 "gravityAccMagStd" -0.9144078448
"Sitting" 4 "bodyAccJerkMagMean" -0.9701322836
"Sitting" 4 "bodyAccJerkMagStd" -0.9625491104
"Sitting" 4 "bodyGyroMagMean" -0.9260633138
"Sitting" 4 "bodyGyroMagStd" -0.928898293
"Sitting" 4 "bodyGyroJerkMagMean" -0.9804904618
"Sitting" 4 "bodyGyroJerkMagStd" -0.9758066902
"Sitting" 4 "bodyBodyAccJerkMagMean" -0.9625007338
"Sitting" 4 "bodyBodyAccJerkMagStd" -0.9615845194
"Sitting" 4 "bodyBodyGyroMagMean" -0.9487697524
"Sitting" 4 "bodyBodyGyroMagStd" -0.9288505544
"Sitting" 4 "bodyBodyGyroJerkMagMean" -0.9765477634
"Sitting" 4 "bodyBodyGyroJerkMagStd" -0.9762617538
"Sitting" 5 "bodyAccXMean" 0.273694139545455
"Sitting" 5 "bodyAccYMean" -0.00990083527045455
"Sitting" 5 "bodyAccZMean" -0.108540300265909
"Sitting" 5 "bodyAccXStd" -0.980945022045455
"Sitting" 5 "bodyAccYStd" -0.904335121022727
"Sitting" 5 "bodyAccZStd" -0.926094740227273
"Sitting" 5 "gravityAccXMean" 0.880731443863636
"Sitting" 5 "gravityAccYMean" 0.168445524
"Sitting" 5 "gravityAccZMean" 0.143006857611364
"Sitting" 5 "gravityAccXStd" -0.983137541590909
"Sitting" 5 "gravityAccYStd" -0.939942979795454
"Sitting" 5 "gravityAccZStd" -0.945008999545455
"Sitting" 5 "bodyAccJerkXMean" 0.0749577410909091
"Sitting" 5 "bodyAccJerkYMean" -0.00278773346136363
"Sitting" 5 "bodyAccJerkZMean" 0.00338609594827273
"Sitting" 5 "bodyAccJerkXStd" -0.975204850227273
"Sitting" 5 "bodyAccJerkYStd" -0.952786261136364
"Sitting" 5 "bodyAccJerkZStd" -0.973436529545455
"Sitting" 5 "bodyGyroXMean" -0.0422355209795455
